answer,answer_pct,cell_pct,election,question,question_number,state,vote_group
Both favorable,1.0,,president,Opinion of Clinton and Trump,29,Washington,Clinton
Both favorable,1.0,,president,Opinion of Clinton and Trump,29,Washington,Trump
Both favorable,1.0,,president,Opinion of Clinton and Trump,29,Washington,Johnson
Both favorable,1.0,,president,Opinion of Clinton and Trump,29,Washington,Stein
Both favorable,1.0,,president,Opinion of Clinton and Trump,29,Washington,Other/No Answer
Only Clinton favorable,41.0,98.0,president,Opinion of Clinton and Trump,29,Washington,Clinton
Only Clinton favorable,41.0,0.0,president,Opinion of Clinton and Trump,29,Washington,Trump
Only Clinton favorable,41.0,1.0,president,Opinion of Clinton and Trump,29,Washington,Johnson
Only Clinton favorable,41.0,1.0,president,Opinion of Clinton and Trump,29,Washington,Stein
Only Clinton favorable,41.0,,president,Opinion of Clinton and Trump,29,Washington,Other/No Answer
Only Trump favorable,28.0,1.0,president,Opinion of Clinton and Trump,29,Washington,Clinton
Only Trump favorable,28.0,98.0,president,Opinion of Clinton and Trump,29,Washington,Trump
Only Trump favorable,28.0,1.0,president,Opinion of Clinton and Trump,29,Washington,Johnson
Only Trump favorable,28.0,0.0,president,Opinion of Clinton and Trump,29,Washington,Stein
Only Trump favorable,28.0,,president,Opinion of Clinton and Trump,29,Washington,Other/No Answer
Both unfavorable,23.0,34.0,president,Opinion of Clinton and Trump,29,Washington,Clinton
Both unfavorable,23.0,39.0,president,Opinion of Clinton and Trump,29,Washington,Trump
Both unfavorable,23.0,14.0,president,Opinion of Clinton and Trump,29,Washington,Johnson
Both unfavorable,23.0,5.0,president,Opinion of Clinton and Trump,29,Washington,Stein
Both unfavorable,23.0,8.0,president,Opinion of Clinton and Trump,29,Washington,Other/No Answer
Yes,40.0,97.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Clinton
Yes,40.0,2.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Trump
Yes,40.0,0.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Johnson
Yes,40.0,0.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Stein
Yes,40.0,1.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Other/No Answer
No,56.0,22.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Clinton
No,56.0,65.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Trump
No,56.0,6.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Johnson
No,56.0,2.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Stein
No,56.0,5.0,president,Is Hillary Clinton honest and trustworthy?,30,Washington,Other/No Answer
Yes,29.0,5.0,president,Is Donald Trump honest and trustworthy?,31,Washington,Clinton
Yes,29.0,93.0,president,Is Donald Trump honest and trustworthy?,31,Washington,Trump
Yes,29.0,2.0,president,Is Donald Trump honest and trustworthy?,31,Washington,Other/No Answer
No,67.0,77.0,president,Is Donald Trump honest and trustworthy?,31,Washington,Clinton
No,67.0,13.0,president,Is Donald Trump honest and trustworthy?,31,Washington,Trump
No,67.0,10.0,president,Is Donald Trump honest and trustworthy?,31,Washington,Other/No Answer
Both are,2.0,,president,Which candidate is honest?,32,Washington,Clinton
Both are,2.0,,president,Which candidate is honest?,32,Washington,Trump
Both are,2.0,,president,Which candidate is honest?,32,Washington,Johnson
Both are,2.0,,president,Which candidate is honest?,32,Washington,Stein
Both are,2.0,,president,Which candidate is honest?,32,Washington,Other/No Answer
Only Clinton is,38.0,99.0,president,Which candidate is honest?,32,Washington,Clinton
Only Clinton is,38.0,0.0,president,Which candidate is honest?,32,Washington,Trump
Only Clinton is,38.0,0.0,president,Which candidate is honest?,32,Washington,Johnson
Only Clinton is,38.0,0.0,president,Which candidate is honest?,32,Washington,Stein
Only Clinton is,38.0,1.0,president,Which candidate is honest?,32,Washington,Other/No Answer
Only Trump is,26.0,1.0,president,Which candidate is honest?,32,Washington,Clinton
Only Trump is,26.0,97.0,president,Which candidate is honest?,32,Washington,Trump
Only Trump is,26.0,2.0,president,Which candidate is honest?,32,Washington,Johnson
Only Trump is,26.0,1.0,president,Which candidate is honest?,32,Washington,Stein
Only Trump is,26.0,,president,Which candidate is honest?,32,Washington,Other/No Answer
Neither is,27.0,46.0,president,Which candidate is honest?,32,Washington,Clinton
Neither is,27.0,31.0,president,Which candidate is honest?,32,Washington,Trump
Neither is,27.0,10.0,president,Which candidate is honest?,32,Washington,Johnson
Neither is,27.0,4.0,president,Which candidate is honest?,32,Washington,Stein
Neither is,27.0,9.0,president,Which candidate is honest?,32,Washington,Other/No Answer
Yes,62.0,85.0,president,Does Clinton have the temperament to be president?,33,Washington,Clinton
Yes,62.0,11.0,president,Does Clinton have the temperament to be president?,33,Washington,Trump
Yes,62.0,1.0,president,Does Clinton have the temperament to be president?,33,Washington,Johnson
Yes,62.0,1.0,president,Does Clinton have the temperament to be president?,33,Washington,Stein
Yes,62.0,2.0,president,Does Clinton have the temperament to be president?,33,Washington,Other/No Answer
No,37.0,3.0,president,Does Clinton have the temperament to be president?,33,Washington,Clinton
No,37.0,83.0,president,Does Clinton have the temperament to be president?,33,Washington,Trump
No,37.0,7.0,president,Does Clinton have the temperament to be president?,33,Washington,Johnson
No,37.0,1.0,president,Does Clinton have the temperament to be president?,33,Washington,Stein
No,37.0,6.0,president,Does Clinton have the temperament to be president?,33,Washington,Other/No Answer
Yes,30.0,3.0,president,Does Trump have the temperament to be president?,34,Washington,Clinton
Yes,30.0,96.0,president,Does Trump have the temperament to be president?,34,Washington,Trump
Yes,30.0,1.0,president,Does Trump have the temperament to be president?,34,Washington,Other/No Answer
No,67.0,79.0,president,Does Trump have the temperament to be president?,34,Washington,Clinton
No,67.0,11.0,president,Does Trump have the temperament to be president?,34,Washington,Trump
No,67.0,10.0,president,Does Trump have the temperament to be president?,34,Washington,Other/No Answer
Both do,6.0,,president,Which candidate has the right temperament?,35,Washington,Clinton
Both do,6.0,,president,Which candidate has the right temperament?,35,Washington,Trump
Both do,6.0,,president,Which candidate has the right temperament?,35,Washington,Other/No Answer
Only Clinton does,56.0,94.0,president,Which candidate has the right temperament?,35,Washington,Clinton
Only Clinton does,56.0,2.0,president,Which candidate has the right temperament?,35,Washington,Trump
Only Clinton does,56.0,4.0,president,Which candidate has the right temperament?,35,Washington,Other/No Answer
Only Trump does,24.0,2.0,president,Which candidate has the right temperament?,35,Washington,Clinton
Only Trump does,24.0,96.0,president,Which candidate has the right temperament?,35,Washington,Trump
Only Trump does,24.0,2.0,president,Which candidate has the right temperament?,35,Washington,Other/No Answer
Neither does,11.0,,president,Which candidate has the right temperament?,35,Washington,Clinton
Neither does,11.0,,president,Which candidate has the right temperament?,35,Washington,Trump
Neither does,11.0,,president,Which candidate has the right temperament?,35,Washington,Other/No Answer
Excellent,1.0,,president,Condition of national economy,36,Washington,Clinton
Excellent,1.0,,president,Condition of national economy,36,Washington,Trump
Excellent,1.0,,president,Condition of national economy,36,Washington,Johnson
Excellent,1.0,,president,Condition of national economy,36,Washington,Stein
Excellent,1.0,,president,Condition of national economy,36,Washington,Other/No Answer
Good,45.0,86.0,president,Condition of national economy,36,Washington,Clinton
Good,45.0,10.0,president,Condition of national economy,36,Washington,Trump
Good,45.0,2.0,president,Condition of national economy,36,Washington,Johnson
Good,45.0,1.0,president,Condition of national economy,36,Washington,Stein
Good,45.0,1.0,president,Condition of national economy,36,Washington,Other/No Answer
Not good,33.0,38.0,president,Condition of national economy,36,Washington,Clinton
Not good,33.0,49.0,president,Condition of national economy,36,Washington,Trump
Not good,33.0,5.0,president,Condition of national economy,36,Washington,Johnson
Not good,33.0,2.0,president,Condition of national economy,36,Washington,Stein
Not good,33.0,6.0,president,Condition of national economy,36,Washington,Other/No Answer
Poor,20.0,8.0,president,Condition of national economy,36,Washington,Clinton
Poor,20.0,86.0,president,Condition of national economy,36,Washington,Trump
Poor,20.0,3.0,president,Condition of national economy,36,Washington,Johnson
Poor,20.0,2.0,president,Condition of national economy,36,Washington,Stein
Poor,20.0,1.0,president,Condition of national economy,36,Washington,Other/No Answer
Good,47.0,86.0,president,Condition of national economy,37,Washington,Clinton
Good,47.0,10.0,president,Condition of national economy,37,Washington,Trump
Good,47.0,4.0,president,Condition of national economy,37,Washington,Other/No Answer
Poor,53.0,26.0,president,Condition of national economy,37,Washington,Clinton
Poor,53.0,63.0,president,Condition of national economy,37,Washington,Trump
Poor,53.0,11.0,president,Condition of national economy,37,Washington,Other/No Answer
Better than today,30.0,71.0,president,Life for the next generation of Americans will be:,38,Washington,Clinton
Better than today,30.0,25.0,president,Life for the next generation of Americans will be:,38,Washington,Trump
Better than today,30.0,2.0,president,Life for the next generation of Americans will be:,38,Washington,Johnson
Better than today,30.0,1.0,president,Life for the next generation of Americans will be:,38,Washington,Stein
Better than today,30.0,1.0,president,Life for the next generation of Americans will be:,38,Washington,Other/No Answer
Worse than today,27.0,28.0,president,Life for the next generation of Americans will be:,38,Washington,Clinton
Worse than today,27.0,61.0,president,Life for the next generation of Americans will be:,38,Washington,Trump
Worse than today,27.0,5.0,president,Life for the next generation of Americans will be:,38,Washington,Johnson
Worse than today,27.0,3.0,president,Life for the next generation of Americans will be:,38,Washington,Stein
Worse than today,27.0,3.0,president,Life for the next generation of Americans will be:,38,Washington,Other/No Answer
About the same,37.0,64.0,president,Life for the next generation of Americans will be:,38,Washington,Clinton
About the same,37.0,29.0,president,Life for the next generation of Americans will be:,38,Washington,Trump
About the same,37.0,4.0,president,Life for the next generation of Americans will be:,38,Washington,Johnson
About the same,37.0,1.0,president,Life for the next generation of Americans will be:,38,Washington,Stein
About the same,37.0,2.0,president,Life for the next generation of Americans will be:,38,Washington,Other/No Answer
Urban area,35.0,62.0,president,Area type,39,Washington,Clinton
Urban area,35.0,29.0,president,Area type,39,Washington,Trump
Urban area,35.0,5.0,president,Area type,39,Washington,Johnson
Urban area,35.0,1.0,president,Area type,39,Washington,Stein
Urban area,35.0,3.0,president,Area type,39,Washington,Other/No Answer
Suburban area,48.0,50.0,president,Area type,39,Washington,Clinton
Suburban area,48.0,42.0,president,Area type,39,Washington,Trump
Suburban area,48.0,4.0,president,Area type,39,Washington,Johnson
Suburban area,48.0,1.0,president,Area type,39,Washington,Stein
Suburban area,48.0,3.0,president,Area type,39,Washington,Other/No Answer
Rural area,17.0,49.0,president,Area type,39,Washington,Clinton
Rural area,17.0,44.0,president,Area type,39,Washington,Trump
Rural area,17.0,2.0,president,Area type,39,Washington,Johnson
Rural area,17.0,2.0,president,Area type,39,Washington,Stein
Rural area,17.0,3.0,president,Area type,39,Washington,Other/No Answer
Upper Puget Sound,17.0,52.0,president,Region,40,Washington,Clinton
Upper Puget Sound,17.0,39.0,president,Region,40,Washington,Trump
Upper Puget Sound,17.0,9.0,president,Region,40,Washington,Other/No Answer
King County,33.0,72.0,president,Region,40,Washington,Clinton
King County,33.0,20.0,president,Region,40,Washington,Trump
King County,33.0,8.0,president,Region,40,Washington,Other/No Answer
Lower Puget Sound,15.0,49.0,president,Region,40,Washington,Clinton
Lower Puget Sound,15.0,43.0,president,Region,40,Washington,Trump
Lower Puget Sound,15.0,8.0,president,Region,40,Washington,Other/No Answer
Olympic Peninsula / S.W.,17.0,45.0,president,Region,40,Washington,Clinton
Olympic Peninsula / S.W.,17.0,47.0,president,Region,40,Washington,Trump
Olympic Peninsula / S.W.,17.0,8.0,president,Region,40,Washington,Other/No Answer
East Washington,19.0,37.0,president,Region,40,Washington,Clinton
East Washington,19.0,56.0,president,Region,40,Washington,Trump
East Washington,19.0,7.0,president,Region,40,Washington,Other/No Answer
Male,46.0,52.0,senate,Gender,0,Washington,Murray
Male,46.0,46.0,senate,Gender,0,Washington,Vance
Male,46.0,2.0,senate,Gender,0,Washington,Other/No Answer
Female,54.0,65.0,senate,Gender,0,Washington,Murray
Female,54.0,33.0,senate,Gender,0,Washington,Vance
Female,54.0,2.0,senate,Gender,0,Washington,Other/No Answer
18-29,18.0,,senate,Age,1,Washington,Murray
18-29,18.0,,senate,Age,1,Washington,Vance
18-29,18.0,,senate,Age,1,Washington,Other/No Answer
30-44,24.0,53.0,senate,Age,1,Washington,Murray
30-44,24.0,44.0,senate,Age,1,Washington,Vance
30-44,24.0,3.0,senate,Age,1,Washington,Other/No Answer
45-64,37.0,55.0,senate,Age,1,Washington,Murray
45-64,37.0,43.0,senate,Age,1,Washington,Vance
45-64,37.0,2.0,senate,Age,1,Washington,Other/No Answer
65 and older,21.0,63.0,senate,Age,1,Washington,Murray
65 and older,21.0,37.0,senate,Age,1,Washington,Vance
65 and older,21.0,,senate,Age,1,Washington,Other/No Answer
18-24,8.0,,senate,Age,2,Washington,Murray
18-24,8.0,,senate,Age,2,Washington,Vance
18-24,8.0,,senate,Age,2,Washington,Other/No Answer
25-29,10.0,,senate,Age,2,Washington,Murray
25-29,10.0,,senate,Age,2,Washington,Vance
25-29,10.0,,senate,Age,2,Washington,Other/No Answer
30-39,15.0,,senate,Age,2,Washington,Murray
30-39,15.0,,senate,Age,2,Washington,Vance
30-39,15.0,,senate,Age,2,Washington,Other/No Answer
40-49,17.0,58.0,senate,Age,2,Washington,Murray
40-49,17.0,42.0,senate,Age,2,Washington,Vance
40-49,17.0,,senate,Age,2,Washington,Other/No Answer
50-64,29.0,55.0,senate,Age,2,Washington,Murray
50-64,29.0,43.0,senate,Age,2,Washington,Vance
50-64,29.0,2.0,senate,Age,2,Washington,Other/No Answer
65 and older,21.0,63.0,senate,Age,2,Washington,Murray
65 and older,21.0,37.0,senate,Age,2,Washington,Vance
65 and older,21.0,,senate,Age,2,Washington,Other/No Answer
18-44,42.0,62.0,senate,Age,3,Washington,Murray
18-44,42.0,36.0,senate,Age,3,Washington,Vance
18-44,42.0,2.0,senate,Age,3,Washington,Other/No Answer
45 and older,58.0,58.0,senate,Age,3,Washington,Murray
45 and older,58.0,41.0,senate,Age,3,Washington,Vance
45 and older,58.0,1.0,senate,Age,3,Washington,Other/No Answer
White,81.0,58.0,senate,Race,4,Washington,Murray
White,81.0,40.0,senate,Race,4,Washington,Vance
White,81.0,2.0,senate,Race,4,Washington,Other/No Answer
Black,2.0,,senate,Race,4,Washington,Murray
Black,2.0,,senate,Race,4,Washington,Vance
Black,2.0,,senate,Race,4,Washington,Other/No Answer
Latino,6.0,,senate,Race,4,Washington,Murray
Latino,6.0,,senate,Race,4,Washington,Vance
Latino,6.0,,senate,Race,4,Washington,Other/No Answer
Asian,7.0,,senate,Race,4,Washington,Murray
Asian,7.0,,senate,Race,4,Washington,Vance
Asian,7.0,,senate,Race,4,Washington,Other/No Answer
Other race,4.0,,senate,Race,4,Washington,Murray
Other race,4.0,,senate,Race,4,Washington,Vance
Other race,4.0,,senate,Race,4,Washington,Other/No Answer
White,81.0,58.0,senate,Race,5,Washington,Murray
White,81.0,40.0,senate,Race,5,Washington,Vance
White,81.0,2.0,senate,Race,5,Washington,Other/No Answer
Non-white,19.0,59.0,senate,Race,5,Washington,Murray
Non-white,19.0,39.0,senate,Race,5,Washington,Vance
Non-white,19.0,2.0,senate,Race,5,Washington,Other/No Answer
White men,38.0,55.0,senate,Race and gender,6,Washington,Murray
White men,38.0,44.0,senate,Race and gender,6,Washington,Vance
White men,38.0,1.0,senate,Race and gender,6,Washington,Other/No Answer
White women,43.0,61.0,senate,Race and gender,6,Washington,Murray
White women,43.0,37.0,senate,Race and gender,6,Washington,Vance
White women,43.0,2.0,senate,Race and gender,6,Washington,Other/No Answer
Black men,1.0,,senate,Race and gender,6,Washington,Murray
Black men,1.0,,senate,Race and gender,6,Washington,Vance
Black men,1.0,,senate,Race and gender,6,Washington,Other/No Answer
Black women,1.0,,senate,Race and gender,6,Washington,Murray
Black women,1.0,,senate,Race and gender,6,Washington,Vance
Black women,1.0,,senate,Race and gender,6,Washington,Other/No Answer
Latino men,3.0,,senate,Race and gender,6,Washington,Murray
Latino men,3.0,,senate,Race and gender,6,Washington,Vance
Latino men,3.0,,senate,Race and gender,6,Washington,Other/No Answer
Latino women,3.0,,senate,Race and gender,6,Washington,Murray
Latino women,3.0,,senate,Race and gender,6,Washington,Vance
Latino women,3.0,,senate,Race and gender,6,Washington,Other/No Answer
Others,11.0,,senate,Race and gender,6,Washington,Murray
Others,11.0,,senate,Race and gender,6,Washington,Vance
Others,11.0,,senate,Race and gender,6,Washington,Other/No Answer
High school or less,17.0,63.0,senate,Education,7,Washington,Murray
High school or less,17.0,34.0,senate,Education,7,Washington,Vance
High school or less,17.0,3.0,senate,Education,7,Washington,Other/No Answer
Some college,30.0,57.0,senate,Education,7,Washington,Murray
Some college,30.0,42.0,senate,Education,7,Washington,Vance
Some college,30.0,1.0,senate,Education,7,Washington,Other/No Answer
College graduate,34.0,55.0,senate,Education,7,Washington,Murray
College graduate,34.0,43.0,senate,Education,7,Washington,Vance
College graduate,34.0,2.0,senate,Education,7,Washington,Other/No Answer
Postgraduate,19.0,68.0,senate,Education,7,Washington,Murray
Postgraduate,19.0,32.0,senate,Education,7,Washington,Vance
Postgraduate,19.0,,senate,Education,7,Washington,Other/No Answer
Yes,53.0,59.0,senate,Are you a college graduate?,8,Washington,Murray
Yes,53.0,39.0,senate,Are you a college graduate?,8,Washington,Vance
Yes,53.0,2.0,senate,Are you a college graduate?,8,Washington,Other/No Answer
No,47.0,59.0,senate,Are you a college graduate?,8,Washington,Murray
No,47.0,39.0,senate,Are you a college graduate?,8,Washington,Vance
No,47.0,2.0,senate,Are you a college graduate?,8,Washington,Other/No Answer
White college graduates,44.0,61.0,senate,Education and race,9,Washington,Murray
White college graduates,44.0,37.0,senate,Education and race,9,Washington,Vance
White college graduates,44.0,2.0,senate,Education and race,9,Washington,Other/No Answer
Whites no degree,37.0,56.0,senate,Education and race,9,Washington,Murray
Whites no degree,37.0,44.0,senate,Education and race,9,Washington,Vance
Whites no degree,37.0,,senate,Education and race,9,Washington,Other/No Answer
Non-whites college grads,10.0,,senate,Education and race,9,Washington,Murray
Non-whites college grads,10.0,,senate,Education and race,9,Washington,Vance
Non-whites college grads,10.0,,senate,Education and race,9,Washington,Other/No Answer
Non-whites no degree,9.0,,senate,Education and race,9,Washington,Murray
Non-whites no degree,9.0,,senate,Education and race,9,Washington,Vance
Non-whites no degree,9.0,,senate,Education and race,9,Washington,Other/No Answer
White college-grad women,24.0,65.0,senate,Education among whites by sex,10,Washington,Murray
White college-grad women,24.0,31.0,senate,Education among whites by sex,10,Washington,Vance
White college-grad women,24.0,4.0,senate,Education among whites by sex,10,Washington,Other/No Answer
White non-college women,19.0,55.0,senate,Education among whites by sex,10,Washington,Murray
White non-college women,19.0,45.0,senate,Education among whites by sex,10,Washington,Vance
White non-college women,19.0,,senate,Education among whites by sex,10,Washington,Other/No Answer
White college-grad men,20.0,55.0,senate,Education among whites by sex,10,Washington,Murray
White college-grad men,20.0,44.0,senate,Education among whites by sex,10,Washington,Vance
White college-grad men,20.0,1.0,senate,Education among whites by sex,10,Washington,Other/No Answer
White non-college men,18.0,56.0,senate,Education among whites by sex,10,Washington,Murray
White non-college men,18.0,44.0,senate,Education among whites by sex,10,Washington,Vance
White non-college men,18.0,,senate,Education among whites by sex,10,Washington,Other/No Answer
Non-whites,19.0,59.0,senate,Education among whites by sex,10,Washington,Murray
Non-whites,19.0,39.0,senate,Education among whites by sex,10,Washington,Vance
Non-whites,19.0,2.0,senate,Education among whites by sex,10,Washington,Other/No Answer
"Under $30,000",19.0,70.0,senate,Income,11,Washington,Murray
"Under $30,000",19.0,24.0,senate,Income,11,Washington,Vance
"Under $30,000",19.0,6.0,senate,Income,11,Washington,Other/No Answer
"$30K-$49,999",15.0,55.0,senate,Income,11,Washington,Murray
"$30K-$49,999",15.0,41.0,senate,Income,11,Washington,Vance
"$30K-$49,999",15.0,4.0,senate,Income,11,Washington,Other/No Answer
"$50K-$99,999",33.0,55.0,senate,Income,11,Washington,Murray
"$50K-$99,999",33.0,44.0,senate,Income,11,Washington,Vance
"$50K-$99,999",33.0,1.0,senate,Income,11,Washington,Other/No Answer
"$100K-$199,999",25.0,62.0,senate,Income,11,Washington,Murray
"$100K-$199,999",25.0,38.0,senate,Income,11,Washington,Vance
"$100K-$199,999",25.0,,senate,Income,11,Washington,Other/No Answer
"$200K-$249,999",3.0,,senate,Income,11,Washington,Murray
"$200K-$249,999",3.0,,senate,Income,11,Washington,Vance
"$200K-$249,999",3.0,,senate,Income,11,Washington,Other/No Answer
"$250,000 or more",5.0,,senate,Income,11,Washington,Murray
"$250,000 or more",5.0,,senate,Income,11,Washington,Vance
"$250,000 or more",5.0,,senate,Income,11,Washington,Other/No Answer
Under $50K,34.0,63.0,senate,Income,12,Washington,Murray
Under $50K,34.0,32.0,senate,Income,12,Washington,Vance
Under $50K,34.0,5.0,senate,Income,12,Washington,Other/No Answer
$50K-$100K,33.0,55.0,senate,Income,12,Washington,Murray
$50K-$100K,33.0,44.0,senate,Income,12,Washington,Vance
$50K-$100K,33.0,1.0,senate,Income,12,Washington,Other/No Answer
$100K or more,33.0,62.0,senate,Income,12,Washington,Murray
$100K or more,33.0,38.0,senate,Income,12,Washington,Vance
$100K or more,33.0,,senate,Income,12,Washington,Other/No Answer
Under $50K,34.0,63.0,senate,Income,13,Washington,Murray
Under $50K,34.0,32.0,senate,Income,13,Washington,Vance
Under $50K,34.0,5.0,senate,Income,13,Washington,Other/No Answer
$50K or more,66.0,59.0,senate,Income,13,Washington,Murray
$50K or more,66.0,41.0,senate,Income,13,Washington,Vance
$50K or more,66.0,,senate,Income,13,Washington,Other/No Answer
Under $100K,67.0,59.0,senate,Income,14,Washington,Murray
Under $100K,67.0,38.0,senate,Income,14,Washington,Vance
Under $100K,67.0,3.0,senate,Income,14,Washington,Other/No Answer
$100K or more,33.0,62.0,senate,Income,14,Washington,Murray
$100K or more,33.0,38.0,senate,Income,14,Washington,Vance
$100K or more,33.0,,senate,Income,14,Washington,Other/No Answer
Democrats,34.0,96.0,senate,Party ID,15,Washington,Murray
Democrats,34.0,4.0,senate,Party ID,15,Washington,Vance
Democrats,34.0,,senate,Party ID,15,Washington,Other/No Answer
Republicans,20.0,13.0,senate,Party ID,15,Washington,Murray
Republicans,20.0,86.0,senate,Party ID,15,Washington,Vance
Republicans,20.0,1.0,senate,Party ID,15,Washington,Other/No Answer
Independents,46.0,53.0,senate,Party ID,15,Washington,Murray
Independents,46.0,45.0,senate,Party ID,15,Washington,Vance
Independents,46.0,2.0,senate,Party ID,15,Washington,Other/No Answer
Democratic men,13.0,98.0,senate,Party by gender,16,Washington,Murray
Democratic men,13.0,2.0,senate,Party by gender,16,Washington,Vance
Democratic men,13.0,,senate,Party by gender,16,Washington,Other/No Answer
Democratic women,22.0,94.0,senate,Party by gender,16,Washington,Murray
Democratic women,22.0,6.0,senate,Party by gender,16,Washington,Vance
Democratic women,22.0,,senate,Party by gender,16,Washington,Other/No Answer
Republican men,10.0,,senate,Party by gender,16,Washington,Murray
Republican men,10.0,,senate,Party by gender,16,Washington,Vance
Republican men,10.0,,senate,Party by gender,16,Washington,Other/No Answer
Republican women,10.0,,senate,Party by gender,16,Washington,Murray
Republican women,10.0,,senate,Party by gender,16,Washington,Vance
Republican women,10.0,,senate,Party by gender,16,Washington,Other/No Answer
Independent men,24.0,44.0,senate,Party by gender,16,Washington,Murray
Independent men,24.0,54.0,senate,Party by gender,16,Washington,Vance
Independent men,24.0,2.0,senate,Party by gender,16,Washington,Other/No Answer
Independent women,22.0,62.0,senate,Party by gender,16,Washington,Murray
Independent women,22.0,35.0,senate,Party by gender,16,Washington,Vance
Independent women,22.0,3.0,senate,Party by gender,16,Washington,Other/No Answer
Liberal,31.0,90.0,senate,Ideology,17,Washington,Murray
Liberal,31.0,8.0,senate,Ideology,17,Washington,Vance
Liberal,31.0,2.0,senate,Ideology,17,Washington,Other/No Answer
Moderate,38.0,68.0,senate,Ideology,17,Washington,Murray
Moderate,38.0,32.0,senate,Ideology,17,Washington,Vance
Moderate,38.0,,senate,Ideology,17,Washington,Other/No Answer
Conservative,30.0,17.0,senate,Ideology,17,Washington,Murray
Conservative,30.0,83.0,senate,Ideology,17,Washington,Vance
Conservative,30.0,,senate,Ideology,17,Washington,Other/No Answer
Foreign policy,18.0,69.0,senate,Most important issue facing the country,18,Washington,Murray
Foreign policy,18.0,26.0,senate,Most important issue facing the country,18,Washington,Vance
Foreign policy,18.0,5.0,senate,Most important issue facing the country,18,Washington,Other/No Answer
Immigration,13.0,,senate,Most important issue facing the country,18,Washington,Murray
Immigration,13.0,,senate,Most important issue facing the country,18,Washington,Vance
Immigration,13.0,,senate,Most important issue facing the country,18,Washington,Other/No Answer
Economy,47.0,63.0,senate,Most important issue facing the country,18,Washington,Murray
Economy,47.0,36.0,senate,Most important issue facing the country,18,Washington,Vance
Economy,47.0,1.0,senate,Most important issue facing the country,18,Washington,Other/No Answer
Terrorism,16.0,46.0,senate,Most important issue facing the country,18,Washington,Murray
Terrorism,16.0,54.0,senate,Most important issue facing the country,18,Washington,Vance
Terrorism,16.0,,senate,Most important issue facing the country,18,Washington,Other/No Answer
Offered legal status,75.0,73.0,senate,Illegal immigrants working in the U.S. should be:,19,Washington,Murray
Offered legal status,75.0,27.0,senate,Illegal immigrants working in the U.S. should be:,19,Washington,Vance
Offered legal status,75.0,,senate,Illegal immigrants working in the U.S. should be:,19,Washington,Other/No Answer
Deported to home country,19.0,23.0,senate,Illegal immigrants working in the U.S. should be:,19,Washington,Murray
Deported to home country,19.0,76.0,senate,Illegal immigrants working in the U.S. should be:,19,Washington,Vance
Deported to home country,19.0,1.0,senate,Illegal immigrants working in the U.S. should be:,19,Washington,Other/No Answer
Strongly approve,38.0,92.0,senate,Opinion of Barack Obama as president,20,Washington,Murray
Strongly approve,38.0,8.0,senate,Opinion of Barack Obama as president,20,Washington,Vance
Somewhat approve,24.0,85.0,senate,Opinion of Barack Obama as president,20,Washington,Murray
Somewhat approve,24.0,15.0,senate,Opinion of Barack Obama as president,20,Washington,Vance
Somewhat disapprove,10.0,,senate,Opinion of Barack Obama as president,20,Washington,Murray
Somewhat disapprove,10.0,,senate,Opinion of Barack Obama as president,20,Washington,Vance
Strongly disapprove,28.0,8.0,senate,Opinion of Barack Obama as president,20,Washington,Murray
Strongly disapprove,28.0,92.0,senate,Opinion of Barack Obama as president,20,Washington,Vance
Approve,62.0,89.0,senate,Opinion of Barack Obama as president,21,Washington,Murray
Approve,62.0,11.0,senate,Opinion of Barack Obama as president,21,Washington,Vance
Approve,62.0,,senate,Opinion of Barack Obama as president,21,Washington,Other/No Answer
Disapprove,38.0,13.0,senate,Opinion of Barack Obama as president,21,Washington,Murray
Disapprove,38.0,85.0,senate,Opinion of Barack Obama as president,21,Washington,Vance
Disapprove,38.0,2.0,senate,Opinion of Barack Obama as president,21,Washington,Other/No Answer
Favorable,42.0,95.0,senate,Opinion of Hillary Clinton,22,Washington,Murray
Favorable,42.0,5.0,senate,Opinion of Hillary Clinton,22,Washington,Vance
Favorable,42.0,,senate,Opinion of Hillary Clinton,22,Washington,Other/No Answer
Unfavorable,52.0,28.0,senate,Opinion of Hillary Clinton,22,Washington,Murray
Unfavorable,52.0,70.0,senate,Opinion of Hillary Clinton,22,Washington,Vance
Unfavorable,52.0,2.0,senate,Opinion of Hillary Clinton,22,Washington,Other/No Answer
Favorable,29.0,15.0,senate,Opinion of Donald Trump,23,Washington,Murray
Favorable,29.0,85.0,senate,Opinion of Donald Trump,23,Washington,Vance
Favorable,29.0,,senate,Opinion of Donald Trump,23,Washington,Other/No Answer
Unfavorable,70.0,80.0,senate,Opinion of Donald Trump,23,Washington,Murray
Unfavorable,70.0,19.0,senate,Opinion of Donald Trump,23,Washington,Vance
Unfavorable,70.0,1.0,senate,Opinion of Donald Trump,23,Washington,Other/No Answer
